Show_id,Type,Title,Director,Country,Date_added,Release_year,Duration,Listed_in
491,TV Show,Elize Matsunaga: Once Upon a Crime,Not Given,India,7-8-2021,2021,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
505,TV Show,The War Next-door,Not Given,India,7-7-2021,2021,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
550,TV Show,Big Timber,Not Given,India,7-2-2021,2020,1 Season,"International TV Shows, Reality TV"
572,TV Show,Generation 56k,Not Given,India,7-1-2021,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
591,TV Show,Sailor Moon Crystal,Not Given,India,7-1-2021,2016,3 Seasons,"Anime Series, Kids' TV"
640,TV Show,Godzilla Singular Point,Not Given,India,6-24-2021,2021,1 Season,"Anime Series, International TV Shows"
642,Movie,Sisters on Track,Not Given,India,6-24-2021,2021,97 min,"Documentaries, Sports Movies"
648,TV Show,The Parisian Agency: Exclusive Properties,Not Given,India,6-23-2021,2021,1 Season,"International TV Shows, Reality TV"
78,Movie,Little Singham - Black Shadow,Prakash Satam,India,9-11-2021,2021,48 min,"Children & Family Movies, Comedies"
81,Movie,Firedrake the Silver Dragon,Tomer Eshed,India,9-10-2021,2021,93 min,Children & Family Movies
79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,India,9-11-2021,2020,145 min,"Comedies, Dramas, International Movies"
80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,India,9-11-2021,2021,145 min,"Comedies, Dramas, International Movies"
89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,India,9-9-2021,2021,96 min,"Documentaries, Sports Movies"
94,Movie,JJ+E,Alexis Almström,India,9-8-2021,2021,91 min,"Dramas, International Movies, Romantic Movies"
113,Movie,Worth,Sara Colangelo,India,9-3-2021,2021,119 min,Dramas
97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,India,9-7-2021,2018,97 min,"Documentaries, Music & Musicals"
114,Movie,Afterlife of the Party,Stephen Herek,India,9-2-2021,2021,110 min,"Comedies, Romantic Movies"
654,TV Show,This Is Pop,Not Given,India,6-22-2021,2021,1 Season,"Docuseries, International TV Shows"
659,TV Show,"Nevertheless,",Not Given,India,6-20-2021,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
762,TV Show,Human: The World Within,Not Given,India,6-4-2021,2021,1 Season,"Docuseries, Science & Nature TV"
102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",India,9-7-2021,2021,80 min,"Documentaries, Sports Movies"
664,TV Show,Charité at War,Not Given,India,6-19-2021,2019,1 Season,"International TV Shows, TV Dramas"
106,Movie,Angamaly Diaries,Lijo Jose Pellissery,India,9-5-2021,2017,128 min,"Action & Adventure, Comedies, Dramas"
698,TV Show,Elite Short Stories: Carla Samuel,Not Given,India,6-17-2021,2021,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
108,Movie,A Champion Heart,David de Vos,India,9-4-2021,2018,90 min,"Children & Family Movies, Dramas"
701,TV Show,Record of Ragnarok,Not Given,India,6-17-2021,2021,1 Season,"Anime Series, International TV Shows"
707,TV Show,Elite Short Stories: Omar Ander Alexis,Not Given,India,6-16-2021,2021,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
711,TV Show,Penguin Town,Not Given,India,6-16-2021,2021,1 Season,"Docuseries, Science & Nature TV"
115,Movie,Anjaam,Rahul Rawail,India,9-2-2021,1994,143 min,"Dramas, International Movies, Thrillers"
715,TV Show,Beyond Evil,Not Given,India,6-15-2021,2021,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers"
716,TV Show,Elite Short Stories: Nadia Guzmán,Not Given,India,6-15-2021,2021,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
718,Movie,Headspace: Unwind Your Mind,Not Given,India,6-15-2021,2021,273 min,Documentaries
721,TV Show,Rhyme Time Town,Not Given,India,6-15-2021,2021,2 Seasons,Kids' TV
726,TV Show,Elite Short Stories: Guzmán Caye Rebe,Not Given,India,6-14-2021,2021,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
733,Movie,To All the Boys: Always and Forever - The Afterparty,Not Given,India,6-12-2021,2021,36 min,Movies
739,Movie,Trese After Dark,Not Given,India,6-11-2021,2021,36 min,"Anime Features, Documentaries"
752,TV Show,Guru Aur Bhole,Not Given,India,6-8-2021,2018,2 Seasons,"Kids' TV, TV Comedies"
843,TV Show,High on the Hog: How African American Cuisine Transformed America,Not Given,India,5-26-2021,2021,1 Season,Docuseries
848,TV Show,Mad for Each Other,Not Given,India,5-24-2021,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,Not Given,India,5-22-2021,2020,61 min,"International Movies, Music & Musicals"
937,TV Show,Miniforce: Super Dino Power,Not Given,India,5-1-2021,2020,1 Season,Kids' TV
928,TV Show,Barney and Friends,Not Given,India,5-1-2021,2010,2 Seasons,Kids' TV
958,TV Show,Pet Stars,Not Given,India,4-30-2021,2021,1 Season,Reality TV
964,TV Show,The Unremarkable Juanquini,Not Given,India,4-30-2021,2021,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
966,TV Show,Yasuke,Not Given,India,4-29-2021,2021,1 Season,"Anime Series, International TV Shows"
968,TV Show,Headspace Guide to Sleep,Not Given,India,4-28-2021,2021,1 Season,"Docuseries, Science & Nature TV"
103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,India,9-6-2021,2021,1 Season,"Docuseries, Science & Nature TV"
104,Movie,Shadow Parties,Yemi Amodu,India,9-6-2021,2020,117 min,"Dramas, International Movies, Thrillers"
111,TV Show,Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",India,9-3-2021,2021,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
116,Movie,Bright Star,Jane Campion,India,9-2-2021,2009,119 min,"Dramas, Romantic Movies"
117,Movie,Dhanak,Nagesh Kukunoor,India,9-2-2021,2015,114 min,"Comedies, Dramas, Independent Movies"
118,Movie,Final Account,Luke Holland,India,9-2-2021,2021,94 min,Documentaries
119,Movie,Gurgaon,Shanker Raman,India,9-2-2021,2017,106 min,"Dramas, International Movies, Thrillers"
120,Movie,Here and There,JP Habac,India,9-2-2021,2020,99 min,"Dramas, International Movies, Romantic Movies"
129,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,India,9-1-2021,2017,115 min,"Dramas, International Movies, Thrillers"
123,Movie,In the Cut,Jane Campion,India,9-2-2021,2003,118 min,Thrillers
1006,Movie,Keymon and Nani in Space Adventure,Not Given,India,4-20-2021,2013,76 min,"Children & Family Movies, Comedies"
1011,Movie,Rudra: The Rise of King Pharaoh,Not Given,India,4-20-2021,2019,91 min,Children & Family Movies
1026,TV Show,Bakugan: Geogan Rising,Not Given,India,4-16-2021,2021,1 Season,"Anime Series, Kids' TV"
127,Movie,Shikara,Vidhu Vinod Chopra,India,9-2-2021,2020,115 min,"Dramas, International Movies, Romantic Movies"
128,Movie,A Cinderella Story,Mark Rosman,India,9-1-2021,2004,95 min,"Children & Family Movies, Comedies"
130,Movie,An Unfinished Life,Lasse Hallström,India,9-1-2021,2005,108 min,Dramas
132,Movie,Blade Runner: The Final Cut,Ridley Scott,India,9-1-2021,1982,117 min,"Action & Adventure, Classic Movies, Cult Movies"
1029,Movie,Dad Stop Embarrassing Me - The Afterparty,Not Given,India,4-16-2021,2021,37 min,Comedies
134,Movie,Chappie,Neill Blomkamp,India,9-1-2021,2015,121 min,"Action & Adventure, Sci-Fi & Fantasy"
153,Movie,Janoskians: Untold and Untrue,Brett Weiner,India,9-1-2021,2016,88 min,Comedies
1039,TV Show,Dancing Angels,Not Given,India,4-15-2021,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
1083,TV Show,Don't be the First one,Not Given,India,4-11-2021,2021,1 Season,"International TV Shows, Reality TV"
1095,TV Show,The Wedding Coach,Not Given,India,4-7-2021,2021,1 Season,"Reality TV, Romantic TV Shows"
1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,Not Given,India,4-7-2021,2021,1 Season,"Crime TV Shows, Docuseries, TV Mysteries"
1117,TV Show,Glimpses of a Future,Not Given,India,4-1-2021,2020,1 Season,"Docuseries, International TV Shows"
1181,TV Show,Alien TV,Not Given,India,3-19-2021,2021,2 Seasons,"Kids' TV, TV Comedies"
1225,TV Show,Last Chance U: Basketball,Not Given,India,3-10-2021,2021,1 Season,Docuseries
1226,TV Show,Marriage or Mortgage,Not Given,India,3-10-2021,2021,1 Season,"Reality TV, Romantic TV Shows"
1236,TV Show,Pokémon Journeys: The Series,Not Given,India,3-5-2021,2021,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure"
131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,India,9-1-2021,2021,63 min,"Children & Family Movies, Music & Musicals"
135,Movie,Clear and Present Danger,Phillip Noyce,India,9-1-2021,1994,142 min,"Action & Adventure, Dramas"
136,Movie,Cliffhanger,Renny Harlin,India,9-1-2021,1993,113 min,Action & Adventure
137,Movie,Cold Mountain,Anthony Minghella,India,9-1-2021,2003,154 min,"Dramas, Romantic Movies"
138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,India,9-1-2021,2001,95 min,"Action & Adventure, Comedies"
139,Movie,Dear John,Lasse Hallström,India,9-1-2021,2010,108 min,"Dramas, Romantic Movies"
140,Movie,Do the Right Thing,Spike Lee,India,9-1-2021,1989,120 min,"Classic Movies, Comedies, Dramas"
141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,India,9-1-2021,2014,100 min,"Dramas, International Movies, Thrillers"
142,Movie,Extraction,Steven C. Miller,India,9-1-2021,2015,82 min,Action & Adventure
143,Movie,Freedom Writers,Richard LaGravenese,India,9-1-2021,2007,124 min,Dramas
144,Movie,Green Lantern,Martin Campbell,India,9-1-2021,2011,114 min,"Action & Adventure, Sci-Fi & Fantasy"
145,Movie,House Party,Reginald Hudlin,India,9-1-2021,1990,104 min,"Comedies, Cult Movies"
146,Movie,House Party 2,"George Jackson, Doug McHenry",India,9-1-2021,1991,94 min,"Comedies, Cult Movies, Music & Musicals"
147,Movie,House Party 3,Eric Meza,India,9-1-2021,1994,94 min,"Comedies, Music & Musicals"
1263,Movie,Ginny & Georgia - The Afterparty,Not Given,India,2-26-2021,2021,35 min,"Comedies, Dramas"
150,Movie,I Got the Hook Up,Michael Martin,India,9-1-2021,1998,93 min,"Action & Adventure, Comedies"
151,Movie,In Too Deep,Michael Rymer,India,9-1-2021,1999,97 min,Thrillers
152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",India,9-1-2021,2005,109 min,"Action & Adventure, International Movies"
1272,TV Show,The Last Bastion,Not Given,India,2-25-2021,2018,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
1300,TV Show,Thus Spoke Kishibe Rohan,Not Given,India,2-18-2021,2021,1 Season,"Anime Series, International TV Shows"
1443,TV Show,Korean Pork Belly Rhapsody,Not Given,India,1-4-2021,2020,1 Season,"Docuseries, International TV Shows"
156,Movie,Labyrinth,Jim Henson,India,9-1-2021,1986,101 min,"Action & Adventure, Children & Family Movies, Cult Movies"
157,Movie,Letters to Juliet,Gary Winick,India,9-1-2021,2010,105 min,"Comedies, Dramas, Romantic Movies"
158,Movie,Level 16,Danishka Esterhazy,India,9-1-2021,2018,102 min,"Sci-Fi & Fantasy, Thrillers"
159,Movie,Love Don't Cost a Thing,Troy Byer,India,9-1-2021,2003,101 min,"Comedies, Romantic Movies"
160,Movie,Love in a Puff,Pang Ho-cheung,India,9-1-2021,2010,103 min,"Comedies, Dramas, International Movies"
1463,TV Show,Running Man,Not Given,India,1-1-2021,2020,1 Season,"Kids' TV, TV Comedies"
162,Movie,Mars Attacks!,Tim Burton,India,9-1-2021,1996,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy"
163,Movie,Marshall,Reginald Hudlin,India,9-1-2021,2017,118 min,Dramas
164,Movie,My Boss's Daughter,David Zucker,India,9-1-2021,2003,86 min,"Comedies, Romantic Movies"
165,Movie,Mystery Men,Kinka Usher,India,9-1-2021,1999,121 min,"Action & Adventure, Comedies"
1472,Movie,Best of Stand-Up 2020,Not Given,India,12-31-2020,2020,77 min,Stand-Up Comedy
167,Movie,Once Upon a Time in America,Sergio Leone,India,9-1-2021,1984,229 min,"Classic Movies, Dramas"
168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",India,9-1-2021,2008,76 min,"Children & Family Movies, Comedies"
169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",India,9-1-2021,2001,95 min,"Action & Adventure, Children & Family Movies, Comedies"
170,Movie,Poseidon,Wolfgang Petersen,India,9-1-2021,2006,98 min,"Action & Adventure, Dramas"
1483,TV Show,Transformers: War for Cybertron: Earthrise,Not Given,India,12-30-2020,2020,1 Season,Anime Series
1586,TV Show,Manhunt: Deadly Games,Not Given,India,12-7-2020,2020,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries"
1597,TV Show,The Great British Baking Show: Holidays,Not Given,India,12-4-2020,2020,3 Seasons,"British TV Shows, Reality TV"
